	MC	schuesslerLHC	schuesslerOC	zhengzhang	baxter-sagart	baxter1992	jinlixin	lifanggui	msoeg	msoegDK	starostinLO	starostinTK	wangli	zhoufagao	上古讀有
𦍻	定一東平									lˤoŋ					✓
𦏆	定一東平									dˤoŋ					✓
𦨴	定一東平									lˤoŋ					✓
𧱁	定一東平									lˤoŋ					✓
𨚯	定一東平									lˤoŋ					✓
𨝯	定一東平									dˤoŋ					✓
𩍅	定一東平									dˤoŋ					✓
𩦶	定一東平・定一冬平														
𪒿	定一東平														
𪔝	定一東平									lˤoŋ⏪𪔜					✓
動	定一東上	doŋᴮ	dôŋʔ	doːŋʔ	[Cə-m-]tˤoŋʔ	doŋʔ		duŋx	dˁɔŋʔ（dòng）	dˤoŋʔ	d⁽ʱ⁾óːŋ（dòng）	d⁽ʱ⁾oːŋʔ（dòng）	dɔŋ	dewŋ	✓
姛	定一東上			doːŋʔ				duŋx						dewŋ	✓
挏	定一東上・定一東平			doːŋ・doːŋʔ						lˤoŋ				dewŋ	✓
桶	定一東上・透一東上	tʰoŋᴮ	tʰôŋʔ	l̥ʰoːŋʔ・l'oːŋʔ	l̥ˤoŋʔ			tʰuŋx	[l̥]ˁɔŋʔ（tǒng）	l̥ˤoŋʔ❓	(s)l̥óːŋ（tǒng）		tʰɔŋ	tʰewŋ	✓
眮	定一東上・定一東去・定一東平			doːŋ・doːŋʔ・doːŋs				duŋ・duŋx		lˤoŋ・lˤoŋh				dewŋ・dewŋ	✓
硐	定一東上・定一東平			doːŋ・doːŋʔ						lˤoŋ					✓
詷	定一東上・定一東去	doŋ	dôŋ	doːŋʔ・doːŋs					[l]ˁɔŋ（tóng）	lˤoŋh		dɮoːŋ（tóng）			✓
酮	定一東上・定一東平			doːŋ・doːŋʔ						lˤoŋ					✓
𨔝	定一東上									dˤoŋʔ					✓
侗	定一東去・透一東平・透一東上・定一東平	tʰoŋ・tʰoŋᶜ・doŋ・doŋᴮ	tʰôŋ・tʰôŋh・dôŋ	tʰoːŋ・tʰoːŋʔ・doːŋ			zoŋ	duŋ・tʰuŋ・tʰuŋx		l̥ˤoŋ・l̥ˤoŋʔ❓・lˤoŋ			dɔŋ	dewŋ・tʰewŋ・tʰewŋ	✓
峒	定一東去・定一東平			doːŋ・doːŋs						lˤoŋ・lˤoŋh					✓
恫	定一東去・透一東平	tʰoŋ	tʰôŋ	tʰoːŋ・doːŋs		tʰoŋ	soŋ	tʰuŋ・duŋh	[l̥]ˁɔŋ（dòng）	l̥ˤoŋ・lˤoŋh	tɬ⁽ʰ⁾oːŋ（dòng）	tɬoːŋ（dòng）	tʰɔŋ・dɔŋ	tʰewŋ・dewŋ	✓
慟	定一東去	doŋᶜ	dôŋh	doːŋs	[d]ˤoŋʔ-s		doŋs		dˁɔŋh（tòng）	dˤoŋh❓				dewŋ	✓
戙	定一東去			doːŋs											✓
洞	定一東去・定一東平	doŋᶜ	dôŋh	doːŋ・doːŋs				duŋ・duŋh		lˤoŋ・lˤoŋh			dɔŋ	dewŋ・dewŋ	✓
筒	定一東去・定一東平	doŋ	lôŋ	doːŋ・doːŋs	lˤoŋ			duŋ・duŋh	[l]ˁɔŋ（tǒng）	lˤoŋ・lˤoŋh	dɮoːŋ（tóng）		dɔŋ・dɔŋ	dewŋ・dewŋ	✓
絧	定一東去・定一東平			doːŋ・doːŋs						lˤoŋ・lˤoŋh					✓
胴	定一東去			doːŋs						lˤoŋh			dɔŋ		✓
衕	定一東去・定一東平			doːŋ・doːŋs				duŋ		lˤoŋ・lˤoŋh				dewŋ	✓
迵	定一東去			doːŋs				duŋh		lˤoŋh				dewŋ	✓
駧	定一東去			doːŋs				duŋh		lˤoŋh				dewŋ	✓
㓊	定一東去									lˤoŋh					✓
𩐵	定一東去														
匵	定一東入	dok	lôk	l'oːg			dok	duk		lˤok				dewk	✓
嬻	定一東入	dok	lôk	l'oːg				duk		lˤok				dewk	✓
櫝	定一東入	dok	lôk	l'oːg	lˤok			duk	ɫˁɔk（dú）	lˤok			dɔk	dewk	✓
殰	定一東入	dok	lôk	l'oːg				duk		lˤok				dewk	✓
瀆	定一東入	dok	lôk	l'oːg			dok	duk		lˤok			dɔk	dewk	✓
牘	定一東入	dok	lôk	l'oːg	lˤok			duk	ɫˁɔk（dú）	lˤok			dɔk	dewk	✓
犢	定一東入	dok	lôk	l'oːg	lˤok			duk	ɫˁɔk（dú）	lˤok			dɔk	dewk	✓
獨	定一東入	dok	dôk	doːg	[d]ˤok	dok	dok	duk	dˁɔk（dú）	dˤok	doːk（dú）	d⁽ʱ⁾oːk（dú）	dɔk	dewk	✓
瓄	定一東入			l'oːg						lˤok					✓
皾	定一東入			l'oːg						lˤok					✓
碡	定一東入・定一冬入・澄三東入			doːg・duːg・dug						dˤuk					✓
罜	定一東入・章合三虞去	tɕoᶜ	toh	doːg・tjos				tjugh		toh				tjew	✓
讀	定一東入・定一侯去	dok	lôk	l'oːg	C.lˤok	lok	dok	duk	ɫˁɔk（dú）	lˤok	lʱoːk（dú）	lʱoːk（dú）	dɔk	dewk	✓
讟	定一東入	dok	lôk	l'oːg				duk		lˤok				dewk	✓
豄	定一東入			l'oːg						lˤok					✓
贕	定一東入			l'oːg						lˤok					✓
韇	定一東入	dok	lôk	l'oːg				duk		lˤok				dewk	✓
韣	定一東入・常三鍾入・章三鍾入	dok・dʑok・tɕok	dôk・dok・tok	doːg・tjog・djog				duk・tjuk・djuk		dˤok・tok・dok				dewk・tjewk・djewk	✓
髑	定一東入	dok	dôk	doːg				duk		dˤok				dewk	✓
黷	定一東入	dok	lôk	l'oːg				duk		lˤok			dɔk	dewk	✓
㒔	定一東入・常三鍾入							duk		dˤok・dok					✓
㾄	定一東入														
䢱	定一東入	dok	lôk					duk		lˤok				dewk	✓
䫳	定一東入									dˤok					✓
䮷	定一東入									dˤok					✓
𤟩	定一東入									dˤok					✓
𨽍	定一東入									lˤok					✓
𪇆	定一東入														
癑	泥一東去			noːŋs				nəŋʷh		nˤoŋh					✓
齈	泥一東去			noːŋs						nˤoŋh					✓
嵕	精一東平			ʔsoːŋ				tsuŋ		tsˤoŋ				tsewŋ	✓
棕	精一東平														
